id,url,name,source,deployment,campaign,latitude,longitude,depth,time,boxes
0,https://s3-ap-southeast-2.amazonaws.com/gbe-nswdpi/NSW-DPI-Towed-Camera/2019-BatemansBay/2019-BB-1-0/images/2019-BB-1-0-G0097255.JPG,2019-BB-1-0-G0097255.JPG,NSW DPI Urchins,2019-BB-1-0,2019-BatemansBay,-35.700272,150.294396,8.11,2019-02-28 02:31:37,"[('Centrostephanus rodgersii', 1.0, 0.49264705882352944, 0.4980392156862745, 0.05588235294117647, 0.08235294117647059), ('Centrostephanus rodgersii', 1.0, 0.5911764705882353, 0.8705882352941177, 0.01764705882352941, 0.07058823529411765), ('Centrostephanus rodgersii', 1.0, 0.22058823529411764, 0.4764705882352941, 0.05588235294117647, 0.07058823529411765), ('Centrostephanus rodgersii', 1.0, 0.2485294117647059, 0.9058823529411765, 0.03823529411764706, 0.09411764705882353), ('Centrostephanus rodgersii', 1.0, 0.21176470588235294, 0.3588235294117647, 0.05, 0.07450980392156863), ('Centrostephanus rodgersii', 1.0, 0.25588235294117645, 0.792156862745098, 0.05588235294117647, 0.09019607843137255), ('Centrostephanus rodgersii', 1.0, 0.85, 0.44901960784313727, 0.03823529411764706, 0.050980392156862744), ('Centrostephanus rodgersii', 1.0, 0.5794117647058824, 0.6705882352941176, 0.023529411764705715, 0.09411764705882353), ('Centrostephanus rodgersii', 1.0, 0.24558823529411763, 0.17254901960784313, 0.047058823529411764, 0.06666666666666667), ('Centrostephanus rodgersii', 1.0, 0.3426470588235294, 0.23529411764705882, 0.03529411764705882, 0.050980392156862744), ('Centrostephanus rodgersii', 1.0, 0.8043400923241418, 0.5860597439544808, 0.042689434364994665, 0.05689900426742532)]"
1,https://s3-ap-southeast-2.amazonaws.com/gbe-nswdpi/NSW-DPI-Towed-Camera/2019-BatemansBay/2019-BB-1-0/images/2019-BB-1-0-G0097261.JPG,2019-BB-1-0-G0097261.JPG,NSW DPI Urchins,2019-BB-1-0,2019-BatemansBay,-35.700326,150.294265,8.08,2019-02-28 02:32:07,"[('Centrostephanus rodgersii', 1.0, 0.6205882352941177, 0.6764705882352942, 0.05, 0.07450980392156863), ('Centrostephanus rodgersii', 1.0, 0.14558823529411766, 0.5549019607843138, 0.05, 0.08627450980392157), ('Centrostephanus rodgersii', 1.0, 0.18235294117647058, 0.7313725490196078, 0.01764705882352941, 0.08235294117647059), ('Centrostephanus rodgersii', 1.0, 0.38676470588235295, 0.16862745098039217, 0.020588235294117647, 0.06666666666666667), ('Centrostephanus rodgersii', 1.0, 0.575, 0.9254901960784314, 0.04705882352941193, 0.06666666666666667), ('Centrostephanus rodgersii', 1.0, 0.47058823529411764, 0.996078431372549, 0.05, 0.03529411764705882), ('Centrostephanus rodgersii', 1.0, 0.6661764705882353, 0.5352941176470588, 0.026470588235294117, 0.08627450980392157)]"
2,https://s3-ap-southeast-2.amazonaws.com/gbe-nswdpi/NSW-DPI-Towed-Camera/2019-BatemansBay/2019-BB-1-0/images/2019-BB-1-0-G0097266.JPG,2019-BB-1-0-G0097266.JPG,NSW DPI Urchins,2019-BB-1-0,2019-BatemansBay,-35.700388,150.294146,7.81,2019-02-28 02:32:32,"[('Centrostephanus rodgersii', 1.0, 0.43529411764705883, 0.5686274509803921, 0.03823529411764706, 0.058823529411764705), ('Centrostephanus rodgersii', 1.0, 0.46176470588235297, 0.5, 0.03529411764705882, 0.054901960784313725), ('Centrostephanus rodgersii', 1.0, 0.49411764705882355, 0.7549019607843137, 0.03823529411764706, 0.06274509803921569), ('Centrostephanus rodgersii', 1.0, 0.3911764705882353, 0.6529411764705882, 0.03823529411764706, 0.058823529411764705), ('Centrostephanus rodgersii', 1.0, 0.34558823529411764, 0.14705882352941177, 0.03235294117647059, 0.07058823529411765), ('Centrostephanus rodgersii', 1.0, 0.47794117647058826, 0.5843137254901961, 0.047058823529411764, 0.07058823529411765), ('Centrostephanus rodgersii', 1.0, 0.375, 0.8509803921568627, 0.03529411764705882, 0.047058823529411764), ('Centrostephanus rodgersii', 1.0, 0.36911764705882355, 0.3352941176470588, 0.03529411764705882, 0.054901960784313725), ('Centrostephanus rodgersii', 1.0, 0.4294117647058823, 0.6333333333333333, 0.03823529411764706, 0.058823529411764705), ('Centrostephanus rodgersii', 1.0, 0.37941176470588234, 0.7, 0.041176470588235294, 0.043137254901960784), ('Centrostephanus rodgersii', 1.0, 0.027941176470588237, 0.788235294117647, 0.047058823529411764, 0.06274509803921569), ('Centrostephanus rodgersii', 1.0, 0.4176470588235294, 0.9803921568627451, 0.03823529411764706, 0.047058823529411764)]"
3,https://s3-ap-southeast-2.amazonaws.com/gbe-nswdpi/NSW-DPI-Towed-Camera/2019-BatemansBay/2019-BB-1-0/images/2019-BB-1-0-G0097275.JPG,2019-BB-1-0-G0097275.JPG,NSW DPI Urchins,2019-BB-1-0,2019-BatemansBay,-35.700415,150.293927,9.02,2019-02-28 02:33:17,"[('Centrostephanus rodgersii', 1.0, 0.8727050183598531, 0.0799347471451876, 0.06364749082007344, 0.10114192495921696), ('Centrostephanus rodgersii', 1.0, 0.7429620563035496, 0.9429037520391517, 0.051407588739290085, 0.06199021207177814), ('Centrostephanus rodgersii', 1.0, 0.09914320685434516, 0.4698205546492659, 0.06119951040391677, 0.03588907014681892)]"
4,https://s3-ap-southeast-2.amazonaws.com/gbe-nswdpi/NSW-DPI-Towed-Camera/2019-BatemansBay/2019-BB-1-0/images/2019-BB-1-0-G0097277.JPG,2019-BB-1-0-G0097277.JPG,NSW DPI Urchins,2019-BB-1-0,2019-BatemansBay,-35.700439,150.293889,9.13,2019-02-28 02:33:27,"[('Centrostephanus rodgersii', 1.0, 0.7637698898408812, 0.6557911908646004, 0.03916768665850673, 0.11092985318107668), ('Centrostephanus rodgersii', 1.0, 0.6303549571603427, 0.3181076672104405, 0.08812729498164015, 0.10766721044045667), ('Centrostephanus rodgersii', 1.0, 0.45532435740514077, 0.5611745513866232, 0.03916768665850673, 0.08156606851549755), ('Centrostephanus rodgersii', 1.0, 0.642594859241126, 0.6998368678629691, 0.08567931456548347, 0.09135399673735727), ('Centrostephanus rodgersii', 1.0, 0.044063647490820076, 0.6150081566068516, 0.06854345165238677, 0.1533442088091354), ('Centrostephanus rodgersii', 1.0, 0.21725888324873097, 0.395128552097429, 0.1299492385786802, 0.18403247631935046)]"
5,https://s3-ap-southeast-2.amazonaws.com/gbe-nswdpi/NSW-DPI-Towed-Camera/2019-BatemansBay/2019-BB-1-0/images/2019-BB-1-0-G0097347.JPG,2019-BB-1-0-G0097347.JPG,NSW DPI Urchins,2019-BB-1-0,2019-BatemansBay,-35.701041,150.292371,9.31,2019-02-28 02:39:17,"[('Centrostephanus rodgersii', 1.0, 0.7478580171358629, 0.9380097879282219, 0.03916768665850673, 0.052202283849918436), ('Centrostephanus rodgersii', 1.0, 0.24112607099143207, 0.1598694942903752, 0.06119951040391677, 0.07177814029363784), ('Centrostephanus rodgersii', 1.0, 0.7197062423500612, 0.7928221859706363, 0.05385556915544676, 0.05546492659053834)]"
6,https://s3-ap-southeast-2.amazonaws.com/gbe-nswdpi/NSW-DPI-Towed-Camera/2019-BatemansBay/2019-BB-1-0/images/2019-BB-1-0-G0097356.JPG,2019-BB-1-0-G0097356.JPG,NSW DPI Urchins,2019-BB-1-0,2019-BatemansBay,-35.701117,150.292182,11.48,2019-02-28 02:40:02,"[('Centrostephanus rodgersii', 1.0, 0.5960832313341493, 0.5350734094616639, 0.02447980416156671, 0.03588907014681892)]"
7,https://s3-ap-southeast-2.amazonaws.com/gbe-nswdpi/NSW-DPI-Towed-Camera/2019-BatemansBay/2019-BB-1-1/images/2019-BB-1-1-G0137711.JPG,2019-BB-1-1-G0137711.JPG,NSW DPI Urchins,2019-BB-1-1,2019-BatemansBay,-35.729671,150.279489,22.63,2019-02-28 03:24:04,"[('Centrostephanus rodgersii', 1.0, 0.2607099143206854, 0.964110929853181, 0.05385556915544683, 0.08156606851549755), ('Centrostephanus rodgersii', 1.0, 0.7380660954712362, 0.2300163132137031, 0.0416156670746634, 0.07177814029363784)]"
8,https://s3-ap-southeast-2.amazonaws.com/gbe-nswdpi/NSW-DPI-Towed-Camera/2019-BatemansBay/2019-BB-1-1/images/2019-BB-1-1-G0137760.JPG,2019-BB-1-1-G0137760.JPG,NSW DPI Urchins,2019-BB-1-1,2019-BatemansBay,-35.730078,150.278287,21.17,2019-02-28 03:28:09,"[('Centrostephanus rodgersii', 1.0, 0.16401468788249693, 0.5823817292006526, 0.07833537331701346, 0.09461663947797716), ('Centrostephanus rodgersii', 1.0, 0.2766217870257038, 0.835236541598695, 0.1003671970624235, 0.10114192495921696), ('Centrostephanus rodgersii', 1.0, 0.02692778457772338, 0.16965742251223492, 0.06854345165238677, 0.08809135399673736), ('Centrostephanus rodgersii', 1.0, 0.6401468788249693, 0.5513866231647635, 0.06364749082007344, 0.06199021207177814)]"
9,https://s3-ap-southeast-2.amazonaws.com/gbe-nswdpi/NSW-DPI-Towed-Camera/2019-BatemansBay/2019-BB-1-2/images/2019-BB-1-2-G0117437.JPG,2019-BB-1-2-G0117437.JPG,NSW DPI Urchins,2019-BB-1-2,2019-BatemansBay,-35.712576,150.282448,12.47,2019-02-28 02:52:43,"[('Centrostephanus rodgersii', 1.0, 0.7564259485924113, 0.08972267536704731, 0.044063647490820076, 0.06199021207177814), ('Centrostephanus rodgersii', 1.0, 0.8396572827417381, 0.14845024469820556, 0.05385556915544676, 0.06199021207177814), ('Centrostephanus rodgersii', 1.0, 0.3525091799265606, 0.4730831973898858, 0.06364749082007344, 0.04241435562805873), ('Centrostephanus rodgersii', 1.0, 0.4675642594859241, 0.02773246329526917, 0.056303549571603426, 0.05872756933115824), ('Centrostephanus rodgersii', 1.0, 0.017135862913096694, 0.37520391517128876, 0.06854345165238677, 0.06199021207177814), ('Centrostephanus rodgersii', 1.0, 0.5152998776009792, 0.5513866231647635, 0.06364749082007344, 0.06199021207177814), ('Centrostephanus rodgersii', 1.0, 0.2423500611995104, 0.45187601957585644, 0.06364749082007344, 0.03915171288743882), ('Centrostephanus rodgersii', 1.0, 0.6805385556915544, 0.5628058727569332, 0.06609547123623011, 0.07830342577487746), ('Centrostephanus rodgersii', 1.0, 0.4283965728274174, 0.5008156606851549, 0.051407588739290085, 0.05872756933115842)]"
