id,url,name,width,height,source,deployment,campaign,latitude,longitude,depth,altitude,time,flagged,count,Evechinus,Centrostephanus,boxes
2360357,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania200903/r20090325_214541_nuggets_inshore_12_transect/full_res/PR_20090325_225433_024_LC16.jpg,PR_20090325_225433_024_LC16.jpg,0,0,Urchins - Eastern Tasmania,nuggets_inshore_12_transect,Tasmania200903,-42.11863889,148.36023333,30.819587,1.53,2009-03-25 22:54:33,False,8,False,True,"[('Centrostephanus rodgersii', 1.0, 0.7054026503567788, 0.2165087956698241, 0.0835881753312946, 0.12178619756427606, False, '8752296'), ('Centrostephanus rodgersii', 1.0, 0.6442405708460754, 0.21109607577807848, 0.06116207951070336, 0.09742895805142084, False, '8752298'), ('Centrostephanus rodgersii', 1.0, 0.8460754332313966, 0.023004059539918808, 0.10601427115188583, 0.14884979702300405, False, '8752291'), ('Centrostephanus rodgersii', 1.0, 0.8460754332313966, 0.023004059539918808, 0.10601427115188583, 0.14884979702300405, False, '8752290'), ('Centrostephanus rodgersii', 1.0, 0.5137614678899083, 0.5317997293640054, 0.12844036697247707, 0.18673883626522328, False, '8752293'), ('Centrostephanus rodgersii', 1.0, 0.800203873598369, 0.10554803788903924, 0.0998980632008155, 0.13261163734776726, False, '8752295'), ('Centrostephanus rodgersii', 1.0, 0.9959225280326198, 0.35859269282814615, 0.14271151885830785, 0.2381596752368065, False, '8752294'), ('Centrostephanus rodgersii', 1.0, 0.02854230377166157, 0.33558863328822736, 0.11824668705402651, 0.1542625169147496, False, '8752299')]"
2360348,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania200903/r20090325_214541_nuggets_inshore_12_transect/full_res/PR_20090325_225424_023_LC16.jpg,PR_20090325_225424_023_LC16.jpg,0,0,Urchins - Eastern Tasmania,nuggets_inshore_12_transect,Tasmania200903,-42.11863611,148.36023125,32.408825,2.74,2009-03-25 22:54:24,False,1,False,True,"[('Centrostephanus rodgersii', 1.0, 0.3924566768603466, 0.14343707713125844, 0.1834862385321101, 0.25169147496617056, False, '8752289')]"
2360351,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania200903/r20090325_214541_nuggets_inshore_12_transect/full_res/PR_20090325_225427_025_LC16.jpg,PR_20090325_225427_025_LC16.jpg,0,0,Urchins - Eastern Tasmania,nuggets_inshore_12_transect,Tasmania200903,-42.11863681,148.36023333,32.163241,1.443,2009-03-25 22:54:27,False,1,False,True,"[('Centrostephanus rodgersii', 1.0, 0.4337899543378995, 0.10303030303030303, 0.1589041095890411, 0.2206060606060606, False, '8752304')]"
2360354,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania200903/r20090325_214541_nuggets_inshore_12_transect/full_res/PR_20090325_225430_023_LC16.jpg,PR_20090325_225430_023_LC16.jpg,0,0,Urchins - Eastern Tasmania,nuggets_inshore_12_transect,Tasmania200903,-42.11863681,148.36023472,31.995633,1.538,2009-03-25 22:54:30,False,1,False,True,"[('Centrostephanus rodgersii', 1.0, 0.4657534246575342, 0.09696969696969697, 0.13881278538812786, 0.19393939393939394, False, '8752307')]"
2360358,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania200903/r20090325_214541_nuggets_inshore_12_transect/full_res/PR_20090325_225434_020_LC16.jpg,PR_20090325_225434_020_LC16.jpg,0,0,Urchins - Eastern Tasmania,nuggets_inshore_12_transect,Tasmania200903,-42.11864028,148.36023333,31.407722999999997,1.56,2009-03-25 22:54:34,False,9,False,True,"[('Centrostephanus rodgersii', 1.0, 0.010958904109589041, 0.4412121212121212, 0.1004566210045662, 0.10181818181818182, False, '8752316'), ('Centrostephanus rodgersii', 1.0, 0.8703196347031964, 0.36727272727272725, 0.1771689497716895, 0.23757575757575758, False, '8752314'), ('Centrostephanus rodgersii', 1.0, 0.46301369863013697, 0.5418181818181819, 0.10776255707762557, 0.1454545454545453, False, '8752315'), ('Centrostephanus rodgersii', 1.0, 0.5013698630136987, 0.006060606060606061, 0.17534246575342466, 0.10424242424242425, False, '8752318'), ('Centrostephanus rodgersii', 1.0, 0.7287671232876712, 0.009696969696969697, 0.10410958904109589, 0.12121212121212122, False, '8752319'), ('Centrostephanus rodgersii', 1.0, 0.6721461187214612, 0.15151515151515152, 0.091324200913242, 0.13090909090909092, False, '8752320'), ('Centrostephanus rodgersii', 1.0, 0.6063926940639269, 0.24363636363636362, 0.06757990867579909, 0.13090909090909092, False, '8752321'), ('Centrostephanus rodgersii', 1.0, 0.5461187214611872, 0.2593939393939394, 0.05662100456621005, 0.08969696969696969, False, '8752322'), ('Centrostephanus rodgersii', 1.0, 0.9872146118721461, 0.6678787878787878, 0.1954337899543379, 0.25212121212121213, False, '8752323')]"
2360359,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania200903/r20090325_214541_nuggets_inshore_12_transect/full_res/PR_20090325_225435_020_LC16.jpg,PR_20090325_225435_020_LC16.jpg,0,0,Urchins - Eastern Tasmania,nuggets_inshore_12_transect,Tasmania200903,-42.11864028,148.36023472,31.210695,1.777,2009-03-25 22:54:35,True,12,False,True,"[('Centrostephanus rodgersii', 1.0, 0.8429223744292238, 0.6642424242424242, 0.1643835616438354, 0.2206060606060606, False, '8752327'), ('Centrostephanus rodgersii', 1.0, 0.3881278538812785, 0.5866666666666667, 0.10593607305936073, 0.1406060606060606, False, '8752324'), ('Centrostephanus rodgersii', 1.0, 0.7223744292237443, 0.4303030303030303, 0.1552511415525114, 0.21818181818181817, False, '8752325'), ('Centrostephanus rodgersii', 1.0, 0.3515981735159817, 0.09818181818181818, 0.19360730593607306, 0.24727272727272728, False, '8752328'), ('Centrostephanus rodgersii', 1.0, 0.22922374429223744, 0.02666666666666667, 0.11141552511415526, 0.2206060606060606, False, '8752329'), ('Centrostephanus rodgersii', 1.0, 0.44018264840182647, 0.3575757575757576, 0.052968036529680365, 0.08969696969696969, False, '8752331'), ('Centrostephanus rodgersii', 1.0, 0.5707762557077626, 0.10181818181818182, 0.1095890410958904, 0.15272727272727274, False, '8752332'), ('Centrostephanus rodgersii', 1.0, 0.5378995433789955, 0.24484848484848484, 0.06757990867579909, 0.09696969696969697, False, '8752334'), ('Centrostephanus rodgersii', 1.0, 0.5662100456621004, 0.2084848484848485, 0.043835616438356165, 0.03636363636363636, False, '8752335'), ('Centrostephanus rodgersii', 1.0, 0.4904109589041096, 0.3187878787878788, 0.058447488584474884, 0.11151515151515151, False, '8752337'), ('Centrostephanus rodgersii', 1.0, 0.5031963470319635, 0.18666666666666668, 0.043835616438356165, 0.05090909090909091, True, '8752338'), ('Centrostephanus rodgersii', 1.0, 0.5031963470319635, 0.18666666666666668, 0.043835616438356165, 0.05090909090909091, False, '8752339')]"
2360349,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania200903/r20090325_214541_nuggets_inshore_12_transect/full_res/PR_20090325_225425_022_LC16.jpg,PR_20090325_225425_022_LC16.jpg,0,0,Urchins - Eastern Tasmania,nuggets_inshore_12_transect,Tasmania200903,-42.11863611,148.36023333,32.343917,0.0,2009-03-25 22:54:25,False,1,False,True,"[('Centrostephanus rodgersii', 1.0, 0.3476044852191641, 0.010825439783491205, 0.13863404689092762, 0.1975642760487145, False, '8752302')]"
2360352,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania200903/r20090325_214541_nuggets_inshore_12_transect/full_res/PR_20090325_225428_019_LC16.jpg,PR_20090325_225428_019_LC16.jpg,0,0,Urchins - Eastern Tasmania,nuggets_inshore_12_transect,Tasmania200903,-42.11863611,148.36023333,32.061671999999994,0.0,2009-03-25 22:54:28,False,1,False,True,"[('Centrostephanus rodgersii', 1.0, 0.434703196347032, 0.11515151515151516, 0.14794520547945206, 0.21333333333333335, False, '8752305')]"
2360355,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania200903/r20090325_214541_nuggets_inshore_12_transect/full_res/PR_20090325_225431_022_LC16.jpg,PR_20090325_225431_022_LC16.jpg,0,0,Urchins - Eastern Tasmania,nuggets_inshore_12_transect,Tasmania200903,-42.11863611,148.36023333,31.646277,0.0,2009-03-25 22:54:31,False,1,False,True,"[('Centrostephanus rodgersii', 1.0, 0.508675799086758, 0.2775757575757576, 0.1223744292237443, 0.15757575757575756, False, '8752308')]"
2360356,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania200903/r20090325_214541_nuggets_inshore_12_transect/full_res/PR_20090325_225432_025_LC16.jpg,PR_20090325_225432_025_LC16.jpg,0,0,Urchins - Eastern Tasmania,nuggets_inshore_12_transect,Tasmania200903,-42.1186375,148.36023542,31.953276000000002,1.403,2009-03-25 22:54:32,False,3,False,True,"[('Centrostephanus rodgersii', 1.0, 0.5232876712328767, 0.4690909090909091, 0.11689497716894977, 0.1696969696969697, False, '8752309'), ('Centrostephanus rodgersii', 1.0, 0.7461187214611872, 0.06424242424242424, 0.10410958904109589, 0.1406060606060606, False, '8752311'), ('Centrostephanus rodgersii', 1.0, 0.011872146118721462, 0.19515151515151516, 0.08767123287671233, 0.11393939393939394, False, '8752312')]"
2360347,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania200903/r20090325_214541_nuggets_inshore_12_transect/full_res/PR_20090325_225423_020_LC16.jpg,PR_20090325_225423_020_LC16.jpg,0,0,Urchins - Eastern Tasmania,nuggets_inshore_12_transect,Tasmania200903,-42.1186375,148.36023125,32.404119,2.222,2009-03-25 22:54:23,True,2,False,True,"[('Centrostephanus rodgersii', 1.0, 0.3800138312586445, 0.24058769513314968, 0.1715076071922545, 0.24426078971533516, False, '8752287'), ('Centrostephanus rodgersii', 1.0, 0.7783540802213001, 0.7180899908172635, 0.05394190871369295, 0.0642791551882461, True, '8752288')]"
2360350,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania200903/r20090325_214541_nuggets_inshore_12_transect/full_res/PR_20090325_225426_025_LC16.jpg,PR_20090325_225426_025_LC16.jpg,0,0,Urchins - Eastern Tasmania,nuggets_inshore_12_transect,Tasmania200903,-42.11863681,148.36023403,32.249883000000004,1.245,2009-03-25 22:54:26,False,1,False,True,"[('Centrostephanus rodgersii', 1.0, 0.39817351598173517, 0.048484848484848485, 0.14794520547945206, 0.21575757575757576, False, '8752303')]"
