id,url,name,width,height,source,deployment,campaign,latitude,longitude,depth,altitude,time,flagged,count,Evechinus,Centrostephanus,boxes
8473314,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_1/images/GOPR1917.JPG,GOPR1917.JPG,0,0,UoA Sea Urchin,202103_Noises_1,202103_Noises,-36.692838,174.973557,5.1,1.0,2021-03-25 13:09:22,False,0,False,False,[]
8473303,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_1/images/GOPR1906.JPG,GOPR1906.JPG,0,0,UoA Sea Urchin,202103_Noises_1,202103_Noises,-36.692498,174.973842,8.0,1.0,2021-03-25 12:56:09,False,0,False,False,[]
8473297,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_1/images/GOPR1900.JPG,GOPR1900.JPG,0,0,UoA Sea Urchin,202103_Noises_1,202103_Noises,-36.692815,174.9739,7.6,1.0,2021-03-25 12:52:08,False,0,False,False,[]
8473298,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_1/images/GOPR1901.JPG,GOPR1901.JPG,0,0,UoA Sea Urchin,202103_Noises_1,202103_Noises,-36.692794,174.973907,7.7,1.0,2021-03-25 12:52:18,False,0,False,False,[]
8473316,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_1/images/GOPR1919.JPG,GOPR1919.JPG,0,0,UoA Sea Urchin,202103_Noises_1,202103_Noises,-36.692737,174.97369,7.2,1.0,2021-03-25 13:13:06,False,0,False,False,[]
8473317,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_1/images/GOPR1920.JPG,GOPR1920.JPG,0,0,UoA Sea Urchin,202103_Noises_1,202103_Noises,-36.692674,174.973754,8.6,1.0,2021-03-25 13:13:58,False,0,False,False,[]
8473306,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_1/images/GOPR1909.JPG,GOPR1909.JPG,0,0,UoA Sea Urchin,202103_Noises_1,202103_Noises,-36.692153,174.974187,12.2,1.0,2021-03-25 12:59:37,False,0,False,False,[]
8473312,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_1/images/GOPR1915.JPG,GOPR1915.JPG,0,0,UoA Sea Urchin,202103_Noises_1,202103_Noises,-36.692955,174.973484,5.7,1.0,2021-03-25 13:07:35,False,0,False,False,[]
8473310,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_1/images/GOPR1913.JPG,GOPR1913.JPG,0,0,UoA Sea Urchin,202103_Noises_1,202103_Noises,-36.693124,174.973499,3.0,1.0,2021-03-25 13:06:20,False,0,False,False,[]
8473308,https://gbe-uauckland.s3.ap-southeast-2.amazonaws.com/drop_camera/202103_Noises/202103_Noises_1/images/GOPR1911.JPG,GOPR1911.JPG,0,0,UoA Sea Urchin,202103_Noises_1,202103_Noises,-36.692055,174.974329,12.2,1.0,2021-03-25 13:00:52,False,0,False,False,[]
